Gene symbol,RIP LFE,Target bin,Reads bin,Clusters bin,ACUK bin,WGGA bin,RRE Ratio bin,RRE CDS-3UTR bin,Exon Intron Only bin,Exon Intron Ratio bin,Region Exclusive bin,CDS per gene bin,CDS 3UTR Ratio bin,ASD bin,,,,,,,,
PTP4A3,-0.321485341,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PTPDC1,0.368181428,Target,13-36 Reads,2-4 Clusters,,,,,Exon,,3'UTR,,,,,,,,,,,
PTPLA,-0.54770863,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PTPLAD1,-0.348272392,Target, > 301 Reads, > 24 Clusters,,,,,Exon,,, > 13 CDS,1:3 to 3:4,,,,,,,,,
PTPLAD2,,,,,,,,,,,,,,,,,,,,,,
PTPLB,-2.103303471,Target,13-36 Reads,2-4 Clusters,0 ACUK,1 WGGA,,,Exon,,3'UTR,,,,,,,,,,,
PTPMT1,-0.025025302,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PTPN1,-0.259718747,Target, > 301 Reads, > 24 Clusters,,,,,,1-5:1,,7-13 CDS,1:3 to 3:4,,,,,,,,,
PTPN11,-0.141728449,Target, > 301 Reads, > 24 Clusters,,,,,,> 20:1,, > 13 CDS,1:3 to 3:4,,,,,,,,,
PTPN12,-1.113298309,Target,37-102 Reads,5-10 Clusters,,,,,Exon,,CDS,4-6 CDS,,,,,,,,,,
PTPN13,1.536029572,Target, > 301 Reads, > 24 Clusters,,,,,Exon,,, > 13 CDS,> 4:1,,,,,,,,,
PTPN14,0.301044063,Target, > 301 Reads, > 24 Clusters,,,,,,> 20:1,, > 13 CDS,2 to 4:1,,,,,,,,,
PTPN18,-0.208331343,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PTPN2,-0.390881654,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PTPN20A,,,,,,,,,,,,,,,,,,,,,,
PTPN20B,,,,,,,,,,,,,,,,,,,,,,
PTPN21,0.494192716,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PTPN22,,,,,,,,,,,,,,,,,,,,,,
PTPN23,0.698193181,Target,37-102 Reads,5-10 Clusters,0 ACUK,4 or more WGGA,,,Exon,,,4-6 CDS,> 4:1,,,,,,,,,
PTPN3,1.155057542,Target,37-102 Reads,5-10 Clusters,,,,,Exon,,,4-6 CDS,1 to 1.99:1,,,,,,,,,
PTPN4,0.083147032,Target,37-102 Reads,5-10 Clusters,,,,,Exon,,,2-3 CDS,at most 1:3,,,,,,,,,
PTPN5,,,,,,,,,,,,,,,,,,,,,,
PTPN6,0.48008777,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PTPN7,,,,,,,,,,,,,,,,,,,,,,
PTPN9,0.336869924,Target,103-301 Reads,11-24 Clusters,,,,,Exon,,,7-13 CDS,2 to 4:1,,,,,,,,,
PTPRA,0.662978916,Target,13-36 Reads,2-4 Clusters,0 ACUK,2-3 WGGA,,WGGA-CDS,Exon,,CDS,2-3 CDS,,,,,,,,,,
PTPRB,2.710416868,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PTPRC,,,,,,,,,,,,,,,,,,,,,,
PTPRCAP,0.109886364,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PTPRD,0.475231015,Target,5-12 Reads,1 Cluster,1 ACUK,0 WGGA,,ACUK-CDS,Exon,,CDS,1 CDS,,,,,,,,,,
PTPRE,1.121799262,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PTPRF,1.11872447,Target, > 301 Reads, > 24 Clusters,,,,,,> 20:1,, > 13 CDS,> 4:1,,,,,,,,,
PTPRG,0.915199674,Target,103-301 Reads, > 24 Clusters,,,,,Exon,,,7-13 CDS,1:3 to 3:4,,,,,,,,,
PTPRH,,,,,,,,,,,,,,,,,,,,,,
PTPRJ,1.881621417,Target,103-301 Reads,11-24 Clusters,4 or more ACUK,4 or more WGGA,< 1:1,,Exon,,,7-13 CDS,2 to 4:1,,,,,,,,,
PTPRK,0.958667351,Target,13-36 Reads,2-4 Clusters,1 ACUK,1 WGGA,1:01,,Exon,,CDS,4-6 CDS,,,,,,,,,,
PTPRM,1.302870842,Target,13-36 Reads,1 Cluster,0 ACUK,0 WGGA,,,Intron,,Intron,,,,,,,,,,,
PTPRN,,,,,,,,,,,,,,,,,,,,,,
PTPRN2,,,,,,,,,,,,,,,,,,,,,,
PTPRO,-2.379902043,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PTPRQ,,,,,,,,,,,,,,,,,,,,,,
PTPRR,,,,,,,,,,,,,,,,,,,,,,
PTPRS,1.262867414,Target,103-301 Reads,11-24 Clusters,2-3 ACUK,2-3 WGGA,1:01,,Exon,,CDS,7-13 CDS,,,,,,,,,,
PTPRT,,,,,,,,,,,,,,,,,,,,,,
PTPRU,0.88627099,Target,37-102 Reads,5-10 Clusters,2-3 ACUK,1 WGGA,> 1:1,,Exon,,,4-6 CDS,> 4:1,,,,,,,,,
PTPRZ1,,,,,,,,,,,,,,,,,,,,,,
PTRF,0.543758252,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PTRH1,-0.62109333,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PTRH2,-0.224953273,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PTRHD1,,,,,,,,,,,,,,,,,,,,,,
PTS,-1.299035944,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PTTG1,-0.119415231,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PTTG1IP,-1.678674691,Target,13-36 Reads,2-4 Clusters,0 ACUK,1 WGGA,,WGGA-3UTR,Exon,,3'UTR,,,,,,,,,,,
PTTG2,,,,,,,,,,,,,,,,,,,,,,
PTTG3P,-0.106125056,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PTX3,0.533465404,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PTX4,,,,,,,,,,,,,,,,,,,,,,
PUF60,0.582864495,Target,37-102 Reads,5-10 Clusters,0 ACUK,2-3 WGGA,,WGGA-CDS,Exon,,CDS,4-6 CDS,,,,,,,,,,
PUM1,0.204071044,Target, > 301 Reads, > 24 Clusters,,,,,,> 20:1,, > 13 CDS,> 4:1,,,,,,,,,
PUM2,-0.8937973,Target, > 301 Reads, > 24 Clusters,,,,,Exon,,, > 13 CDS,1 to 1.99:1,,,,,,,,,
PURA,-0.026322922,Target,103-301 Reads,11-24 Clusters,,,,,Exon,,,2-3 CDS,at most 1:3,,,,,,,,,
PURB,-0.764860893,Target, > 301 Reads, > 24 Clusters,,,,,Exon,,,7-13 CDS,at most 1:3,,,,,,,,,
PURG,0.406410217,Target,37-102 Reads,5-10 Clusters,,,,,,<= 1:1,,2-3 CDS,,,,,,,,,,
PUS1,0.411745149,Target,37-102 Reads,5-10 Clusters,,,,,Exon,,CDS,4-6 CDS,,,,,,,,,,
PUS10,,,,,,,,,,,,,,,,,,,,,,
PUS3,-0.597242097,Target,13-36 Reads,2-4 Clusters,0 ACUK,1 WGGA,,,Exon,,CDS,2-3 CDS,,,,,,,,,,
PUS7,0.40004882,Target,103-301 Reads,11-24 Clusters,,,,,,1-5:1,,7-13 CDS,> 4:1,,,,,,,,,
PUS7L,-1.477648994,Target,103-301 Reads,11-24 Clusters,,,,,Exon,,, > 13 CDS,2 to 4:1,,,,,,,,,
PUSL1,-0.497241466,Target,13-36 Reads,2-4 Clusters,0 ACUK,2-3 WGGA,,,Exon,,,2-3 CDS,2 to 4:1,,,,,,,,,
PVALB,,,,,,,,,,,,,,,,,,,,,,
PVR,0.196882023,Target,5-12 Reads,1 Cluster,0 ACUK,0 WGGA,,,Exon,,3'UTR,,,,,,,,,,,
PVRIG,,,,,,,,,,,,,,,,,,,,,,
PVRL1,0.826043396,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PVRL2,0.042401615,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PVRL3,,,,,,,,,,,,,,,,,,,,,,
PVRL4,,,,,,,,,,,,,,,,,,,,,,
PVT1,-0.868289836,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PWP1,-0.180488236,Target,37-102 Reads,5-10 Clusters,,,,,Exon,,,4-6 CDS,> 4:1,,,,,,,,,
PWP2,0.529410212,Target,103-301 Reads,11-24 Clusters,2-3 ACUK,4 or more WGGA,< 1:1,,Exon,,CDS,7-13 CDS,,,,,,,,,,
PWWP2A,-0.596317409,Target,103-301 Reads,11-24 Clusters,,,,,,1-5:1,,7-13 CDS,1 to 1.99:1,,,,,,,,,
PWWP2B,-0.015352137,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PXDN,1.510716303,Target,5-12 Reads,1 Cluster,1 ACUK,0 WGGA,,ACUK-CDS,Exon,,CDS,1 CDS,,,,,,,,,,
PXDNL,,,,,,,,,,,,,,,,,,,,,,
PXK,-0.053286923,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PXMP2,-1.721928242,Target,5-12 Reads,1 Cluster,0 ACUK,0 WGGA,,,Exon,,3'UTR,,,,,,,,,,,
PXMP4,-1.398684274,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PXN,0.045794795,Target,5-12 Reads,2-4 Clusters,2-3 ACUK,0 WGGA,,ACUK-3UTR,Exon,,3'UTR,,,,,,,,,,,
PXT1,,,,,,,,,,,,,,,,,,,,,,
PYCARD,,,,,,,,,,,,,,,,,,,,,,
PYCR1,-0.10970523,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PYCR2,-0.124992875,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PYCRL,0.838329792,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PYDC1,,,,,,,,,,,,,,,,,,,,,,
PYGB,1.014296241,Target,5-12 Reads,1 Cluster,0 ACUK,0 WGGA,,,Exon,,CDS,1 CDS,,,,,,,,,,
PYGL,1.74837259,Target,13-36 Reads,2-4 Clusters,,,,,Exon,,CDS,2-3 CDS,,,,,,,,,,
PYGM,,,,,,,,,,,,,,,,,,,,,,
PYGO1,,,,,,,,,,,,,,,,,,,,,,
PYGO2,-0.585847087,Target,13-36 Reads,5-10 Clusters,,,,,Exon,,,2-3 CDS,1 to 1.99:1,,,,,,,,,
PYHIN1,,,,,,,,,,,,,,,,,,,,,,
PYROXD1,-1.189847438,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
PYROXD2,,,,,,,,,,,,,,,,,,,,,,
PYY,,,,,,,,,,,,,,,,,,,,,,
PZP,,,,,,,,,,,,,,,,,,,,,,
QARS,1.395715976,Target,13-36 Reads,2-4 Clusters,1 ACUK,2-3 WGGA,< 1:1,,Exon,,CDS,4-6 CDS,,,,,,,,,,
QDPR,-0.82329845,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
QKI,-0.547573262,Target, > 301 Reads, > 24 Clusters,,,,,Exon,,, > 13 CDS,at most 1:3,,,,,,,,,
QPCT,0.240005978,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
QPCTL,,,,,,,,,,,,,,,,,,,,,,
QPRT,0.030279003,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
QRFP,,,,,,,,,,,,,,,,,,,,,,
QRFPR,,,,,,,,,,,,,,,,,,,,,,
QRICH1,0.482830355,Target,103-301 Reads,11-24 Clusters,,,,,Exon,,,7-13 CDS,> 4:1,,,,,,,,,
QRICH2,0.664103738,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
QRSL1,-0.204911867,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
QSER1,-1.120960327,Target, > 301 Reads, > 24 Clusters,,,,,,> 20:1,, > 13 CDS,1 to 1.99:1,,,,,,,,,
QSOX1,0.841813843,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
QSOX2,0.894950126,Target,103-301 Reads,11-24 Clusters,,,,,Exon,,,7-13 CDS,2 to 4:1,,,,,,,,,
QTRT1,0.259242036,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
QTRTD1,0.542437529,Target,13-36 Reads,2-4 Clusters,1 ACUK,2-3 WGGA,< 1:1,,Exon,,,1 CDS,at most 1:3,,,,,,,,,
R3HCC1,0.362448445,Target,37-102 Reads,2-4 Clusters,0 ACUK,2-3 WGGA,,WGGA-CDS,Exon,,CDS,2-3 CDS,,,,,,,,,,
R3HDM1,-2.055467347,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
R3HDM2,-0.46096938,Target,5-12 Reads,1 Cluster,1 ACUK,0 WGGA,,ACUK-CDS,Exon,,CDS,1 CDS,,,,,,,,,,
R3HDML,,,,,,,,,,,,,,,,,,,,,,
RAB10,-0.022496097,Target,5-12 Reads,1 Cluster,0 ACUK,0 WGGA,,,Exon,,CDS,1 CDS,,,,,,,,,,
RAB11A,-1.247767109,Target,103-301 Reads, > 24 Clusters,,,,,Exon,,,4-6 CDS,at most 1:3,,,,,,,,,
RAB11B,-0.096764563,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB11FIP1,1.029600045,Target, > 301 Reads, > 24 Clusters,,,,,Exon,,, > 13 CDS,1:3 to 3:4,,,,,,,,,
RAB11FIP2,-1.280944734,Target, > 301 Reads, > 24 Clusters,,,,,Exon,,, > 13 CDS,1:3 to 3:4,,,,,,,,,
RAB11FIP3,0.724046898,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB11FIP4,0.830452143,Target,103-301 Reads,11-24 Clusters,,,,,Exon,,,7-13 CDS,2 to 4:1,,,,,,,,,
RAB11FIP5,0.610849641,Target,5-12 Reads,1 Cluster,0 ACUK,0 WGGA,,,Exon,,CDS,1 CDS,,,,,,,,,,
RAB12,0.057892639,Target,37-102 Reads,5-10 Clusters,,,,,Exon,,3'UTR,,,,,,,,,,,
RAB13,-1.410817011,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB14,-1.535540282,Target,37-102 Reads,5-10 Clusters,,,,,Exon,,3'UTR,,,,,,,,,,,
RAB15,0.060729958,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB17,-0.140930569,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB18,-2.183848289,Target,5-12 Reads,1 Cluster,1 ACUK,0 WGGA,,ACUK-3UTR,Exon,,3'UTR,,,,,,,,,,,
RAB19,,,,,,,,,,,,,,,,,,,,,,
RAB1A,-1.118399732,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB1B,-0.36521242,Target,5-12 Reads,1 Cluster,0 ACUK,0 WGGA,,,Exon,,CDS,1 CDS,,,,,,,,,,
RAB20,0.562281046,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB21,-2.026386699,Target, > 301 Reads, > 24 Clusters,,,,,Exon,,,4-6 CDS,at most 1:3,,,,,,,,,
RAB22A,-0.978719154,Target, > 301 Reads, > 24 Clusters,,,,,Exon,,,2-3 CDS,at most 1:3,,,,,,,,,
RAB23,-2.028704874,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB24,0.268019455,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB25,,,,,,,,,,,,,,,,,,,,,,
RAB26,-0.063895317,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB27A,-1.151993308,Target,5-12 Reads,1 Cluster,0 ACUK,1 WGGA,,WGGA-3UTR,Exon,,3'UTR,,,,,,,,,,,
RAB27B,-0.541796268,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB28,-1.375464209,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB2A,-1.510632339,Target,5-12 Reads,2-4 Clusters,,,,,Exon,,3'UTR,,,,,,,,,,,
RAB2B,-2.245658686,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB30,,,,,,,,,,,,,,,,,,,,,,
RAB31,-0.897011116,Target,5-12 Reads,1 Cluster,0 ACUK,1 WGGA,,WGGA-3UTR,Exon,,3'UTR,,,,,,,,,,,
RAB32,-0.150070022,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB33A,,,,,,,,,,,,,,,,,,,,,,
RAB33B,-1.006147257,Target,103-301 Reads,11-24 Clusters,,,,,Exon,,,4-6 CDS,at most 1:3,,,,,,,,,
RAB34,-0.2431653,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB35,-0.094848684,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB36,-0.207166595,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB37,,,,,,,,,,,,,,,,,,,,,,
RAB38,-0.058654745,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB39,,,,,,,,,,,,,,,,,,,,,,
RAB39B,-0.554623434,Target,5-12 Reads,1 Cluster,1 ACUK,0 WGGA,,ACUK-3UTR,Exon,,3'UTR,,,+ASD/+Target,,,,,,,,
RAB3A,-0.58328242,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB3B,-0.138693085,Target,37-102 Reads,11-24 Clusters,,,,,Exon,,3'UTR,,,,,,,,,,,
RAB3C,,,,,,,,,,,,,,,,,,,,,,
RAB3D,-0.297498117,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB3GAP1,0.915341174,Target,13-36 Reads,2-4 Clusters,1 ACUK,1 WGGA,1:01,,Exon,,CDS,2-3 CDS,,,,,,,,,,
RAB3GAP2,-0.018727049,Target,37-102 Reads,5-10 Clusters,,,,,Exon,,CDS,7-13 CDS,,,,,,,,,,
RAB3IL1,0.605919428,Target,5-12 Reads,1 Cluster,0 ACUK,0 WGGA,,,Intron,,Intron,,,,,,,,,,,
RAB3IP,-0.357003389,Target,103-301 Reads,11-24 Clusters,,,,,Exon,,,2-3 CDS,at most 1:3,,,,,,,,,
RAB40A,,,,,,,,,,,,,,,,,,,,,,
RAB40AL,,,,,,,,,,,,,,,,,,,,,,
RAB40B,-0.448456445,Target,5-12 Reads,1 Cluster,0 ACUK,0 WGGA,,,Exon,,CDS,1 CDS,,,,,,,,,,
RAB40C,-0.166646349,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB41,,,,,,,,,,,,,,,,,,,,,,
RAB42,,,,,,,,,,,,,,,,,,,,,,
RAB42P1,,,,,,,,,,,,,,,,,,,,,,
RAB43,0.076564256,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB44,,,,,,,,,,,,,,,,,,,,,,
RAB4A,-1.106820713,Target,37-102 Reads,5-10 Clusters,,,,,Exon,,,2-3 CDS,1:3 to 3:4,,,,,,,,,
RAB4B,-0.526411675,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB5A,-1.997351861,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB5B,-1.278267111,Target,13-36 Reads,1 Cluster,0 ACUK,1 WGGA,,WGGA-CDS,Exon,,CDS,1 CDS,,,,,,,,,,
RAB5C,-1.208472115,Target,5-12 Reads,1 Cluster,,,,,Exon,,CDS,1 CDS,,,,,,,,,,
RAB6A,-0.702395051,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB6B,0.524960763,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB6C,,,,,,,,,,,,,,,,,,,,,,
RAB7A,-0.657893765,Target,13-36 Reads,2-4 Clusters,1 ACUK,0 WGGA,,,Exon,,CDS,4-6 CDS,,,,,,,,,,
RAB7L1,-0.235278244,Target,13-36 Reads,2-4 Clusters,,,,,Exon,,3'UTR,,,,,,,,,,,
RAB8A,0.825802635,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RAB8B,,,,,,,,,,,,,,,,,,,,,,
RAB9A,-1.253901961,Target,13-36 Reads,2-4 Clusters,1 ACUK,1 WGGA,1:01,,Exon,,CDS,2-3 CDS,,,,,,,,,,
RAB9B,,,,,,,,,,,,,,,,,,,,,,
RABAC1,-1.7506197,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RABEP1,-0.215952557,Target, > 301 Reads, > 24 Clusters,,,,,Exon,,, > 13 CDS,1:3 to 3:4,,,,,,,,,
RABEP2,0.419703304,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RABEPK,-0.072408171,Target,5-12 Reads,1 Cluster,0 ACUK,1 WGGA,,WGGA-CDS,Exon,,CDS,1 CDS,,,,,,,,,,
RABGAP1,1.008897041,Target,37-102 Reads,5-10 Clusters,,,,,Exon,,CDS,7-13 CDS,,,,,,,,,,
RABGAP1L,0.236439966,Target,13-36 Reads,2-4 Clusters,,,,,Exon,,3'UTR,,,,,,,,,,,
RABGEF1,0.794931848,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RABGGTA,0.588677554,Non-Target,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,No Clusters,,,,,,,,,
RABGGTB,0.243999381,Target,103-301 Reads,11-24 Clusters,,,,,Exon,,,7-13 CDS,,,,,,,,,,
RABIF,-1.143834416,Target,13-36 Reads,2-4 Clusters,2-3 ACUK,0 WGGA,,ACUK-3UTR,Exon,,3'UTR,,,,,,,,,,,
