"","Length","ACUK","WGGA","GAC","GACR","GACARG","QFM","ACUK.freq","WGGA.freq","GAC.freq","GACR.freq","GACARG.freq","QFM.freq"
"Rps6ka5",2592,21,44,45,26,3,3,8.1,16.98,17.36,10.03,1.16,1.16
"Rps6ka6",2583,25,49,28,11,0,1,9.68,18.97,10.84,4.26,0,0.39
"Rps6kb1",1578,14,33,30,16,0,0,8.87,20.91,19.01,10.14,0,0
"Rps6kb2",1458,14,19,22,14,1,1,9.6,13.03,15.09,9.6,0.69,0.69
"Rps6kl1",1635,13,30,24,5,1,0,7.95,18.35,14.68,3.06,0.61,0
"Rpusd1",921,11,15,25,7,0,1,11.94,16.29,27.14,7.6,0,1.09
"Rpusd2",1662,19,23,36,15,3,2,11.43,13.84,21.66,9.03,1.81,1.2
"Rpusd3",1035,8,16,22,11,2,1,7.73,15.46,21.26,10.63,1.93,0.97
"Rpusd4",1134,10,22,11,6,0,1,8.82,19.4,9.7,5.29,0,0.88
"Rrad",924,7,10,22,11,1,0,7.58,10.82,23.81,11.9,1.08,0
"Rraga",942,5,15,12,8,0,0,5.31,15.92,12.74,8.49,0,0
"Rras",657,7,11,12,4,1,1,10.65,16.74,18.26,6.09,1.52,1.52
"Rras2",615,1,12,15,8,4,0,1.63,19.51,24.39,13.01,6.5,0
"Rrbp1",4395,9,95,42,22,2,2,2.05,21.62,9.56,5.01,0.46,0.46
"Rreb1",5265,39,90,90,50,7,5,7.41,17.09,17.09,9.5,1.33,0.95
"Rrh",1140,12,17,15,5,1,1,10.53,14.91,13.16,4.39,0.88,0.88
"Rrm1",2379,28,42,32,12,0,2,11.77,17.65,13.45,5.04,0,0.84
"Rrm2",1173,13,22,18,8,2,1,11.08,18.76,15.35,6.82,1.71,0.85
"Rrm2b",1056,16,21,14,6,0,1,15.15,19.89,13.26,5.68,0,0.95
"Rrnad1",1428,12,22,21,11,1,1,8.4,15.41,14.71,7.7,0.7,0.7
"Rrp1",1485,9,32,32,23,3,2,6.06,21.55,21.55,15.49,2.02,1.35
"Rrp12",3888,19,75,53,18,0,3,4.89,19.29,13.63,4.63,0,0.77
"Rrp15",846,4,26,16,8,2,1,4.73,30.73,18.91,9.46,2.36,1.18
"Rrp1b",2175,14,40,46,23,3,1,6.44,18.39,21.15,10.57,1.38,0.46
"Rrp36",681,4,14,11,6,1,1,5.87,20.56,16.15,8.81,1.47,1.47
"Rrp8",1512,15,28,35,12,3,2,9.92,18.52,23.15,7.94,1.98,1.32
"Rrp9",1428,6,28,23,8,2,1,4.2,19.61,16.11,5.6,1.4,0.7
"Rrs1",1098,3,31,19,7,0,2,2.73,28.23,17.3,6.38,0,1.82
"Rsad1",1329,15,34,24,12,0,2,11.29,25.58,18.06,9.03,0,1.5
"Rsad2",1089,7,29,14,7,1,1,6.43,26.63,12.86,6.43,0.92,0.92
"Rsbn1",2388,15,36,35,18,3,2,6.28,15.08,14.66,7.54,1.26,0.84
"Rsbn1l",2466,22,30,31,17,2,1,8.92,12.17,12.57,6.89,0.81,0.41
"Rsf1",4326,34,90,70,42,6,4,7.86,20.8,16.18,9.71,1.39,0.92
"Rsg1",777,9,5,16,6,0,0,11.58,6.44,20.59,7.72,0,0
"Rsl1",1458,14,17,21,12,2,1,9.6,11.66,14.4,8.23,1.37,0.69
"Rsl1d1",1359,8,17,15,6,0,0,5.89,12.51,11.04,4.42,0,0
"Rsl24d1",495,2,14,5,4,0,2,4.04,28.28,10.1,8.08,0,4.04
"Rslcan18",1383,12,27,15,10,2,1,8.68,19.52,10.85,7.23,1.45,0.72
"Rsph1",906,6,23,23,11,0,2,6.62,25.39,25.39,12.14,0,2.21
"Rsph3a",1551,9,24,33,23,1,3,5.8,15.47,21.28,14.83,0.64,1.93
"Rsph3b",1170,5,23,26,20,1,3,4.27,19.66,22.22,17.09,0.85,2.56
"Rsph4a",2151,19,56,35,17,0,5,8.83,26.03,16.27,7.9,0,2.32
"Rsph9",831,7,18,17,5,1,2,8.42,21.66,20.46,6.02,1.2,2.41
"Rspo1",798,4,13,13,9,0,1,5.01,16.29,16.29,11.28,0,1.25
"Rspo2",732,4,13,8,5,0,1,5.46,17.76,10.93,6.83,0,1.37
"Rspo3",834,11,17,10,4,2,0,13.19,20.38,11.99,4.8,2.4,0
"Rspry1",1731,17,32,32,16,1,1,9.82,18.49,18.49,9.24,0.58,0.58
"Rsrc1",1005,4,15,22,15,1,1,3.98,14.93,21.89,14.93,1,1
"Rsrc2",1305,4,27,16,12,1,1,3.07,20.69,12.26,9.2,0.77,0.77
"Rsrp1",897,5,10,10,6,0,0,5.57,11.15,11.15,6.69,0,0
"Rsu1",834,14,12,10,5,1,0,16.79,14.39,11.99,6,1.2,0
"Rtca",1101,7,19,14,7,1,0,6.36,17.26,12.72,6.36,0.91,0
"Rtcb",1518,13,30,28,11,5,2,8.56,19.76,18.45,7.25,3.29,1.32
"Rtel1",3630,23,64,52,20,3,3,6.34,17.63,14.33,5.51,0.83,0.83
"Rtf1",2148,10,46,36,17,1,3,4.66,21.42,16.76,7.91,0.47,1.4
"Rtkn",1695,10,29,26,15,2,0,5.9,17.11,15.34,8.85,1.18,0
"Rtkn2",1815,12,35,28,12,1,0,6.61,19.28,15.43,6.61,0.55,0
"Rtl1",5235,48,153,74,35,2,4,9.17,29.23,14.14,6.69,0.38,0.76
"Rtn4",3489,31,62,46,25,0,2,8.89,17.77,13.18,7.17,0,0.57
"Rtn4ip1",1191,11,22,13,5,2,0,9.24,18.47,10.92,4.2,1.68,0
"Rtn4rl2",1281,7,9,23,8,1,0,5.46,7.03,17.95,6.25,0.78,0
"Rtp4",750,7,13,11,5,0,1,9.33,17.33,14.67,6.67,0,1.33
"Rttn",6681,90,89,75,35,4,3,13.47,13.32,11.23,5.24,0.6,0.45
"Rubcnl",2028,32,34,44,18,0,0,15.78,16.77,21.7,8.88,0,0
"Rufy1",2139,18,50,33,21,1,3,8.42,23.38,15.43,9.82,0.47,1.4
"Rufy2",1821,15,35,28,13,1,2,8.24,19.22,15.38,7.14,0.55,1.1
"Rufy3",2010,14,50,31,15,1,2,6.97,24.88,15.42,7.46,0.5,1
"Rundc1",1848,20,31,44,20,1,1,10.82,16.77,23.81,10.82,0.54,0.54
"Rundc3b",1374,10,24,19,7,1,2,7.28,17.47,13.83,5.09,0.73,1.46
"Runx1t1",1815,19,22,41,23,2,0,10.47,12.12,22.59,12.67,1.1,0
"Runx2",1791,14,10,28,14,0,0,7.82,5.58,15.63,7.82,0,0
"Runx3",1272,4,8,22,6,0,0,3.14,6.29,17.3,4.72,0,0
"Ruvbl1",1371,8,28,25,14,2,1,5.84,20.42,18.23,10.21,1.46,0.73
"Ruvbl2",1392,5,23,32,18,4,1,3.59,16.52,22.99,12.93,2.87,0.72
"Rwdd1",732,6,17,13,7,0,0,8.2,23.22,17.76,9.56,0,0
"Rwdd2a",879,4,20,15,8,1,1,4.55,22.75,17.06,9.1,1.14,1.14
"Rwdd2b",873,5,18,14,6,0,0,5.73,20.62,16.04,6.87,0,0
"Rwdd3",1020,11,27,21,9,1,1,10.78,26.47,20.59,8.82,0.98,0.98
"Rwdd4a",567,3,10,8,5,0,1,5.29,17.64,14.11,8.82,0,1.76
"Rxfp1",2277,25,36,29,11,1,1,10.98,15.81,12.74,4.83,0.44,0.44
"Rxfp3",1419,15,9,19,7,2,0,10.57,6.34,13.39,4.93,1.41,0
"Rxra",1404,10,20,26,15,4,1,7.12,14.25,18.52,10.68,2.85,0.71
"Rxrg",1392,11,25,19,14,1,0,7.9,17.96,13.65,10.06,0.72,0
"Rybp",687,2,8,15,9,4,0,2.91,11.64,21.83,13.1,5.82,0
"Ryk",1785,17,18,31,17,0,0,9.52,10.08,17.37,9.52,0,0
"Ryr1",15186,97,304,248,137,10,4,6.39,20.02,16.33,9.02,0.66,0.26
"Ryr2",14901,129,291,240,119,12,5,8.66,19.53,16.11,7.99,0.81,0.34
"Ryr2.1",14901,129,288,240,120,12,5,8.66,19.33,16.11,8.05,0.81,0.34
"Ryr3",14667,129,268,234,123,10,3,8.8,18.27,15.95,8.39,0.68,0.2
"S100a1",285,6,10,6,2,1,0,21.05,35.09,21.05,7.02,3.51,0
"S100a10",294,1,10,9,3,0,1,3.4,34.01,30.61,10.2,0,3.4
"S100a13",483,13,12,12,5,0,2,26.92,24.84,24.84,10.35,0,4.14
"S100a16",375,3,11,7,5,1,0,8,29.33,18.67,13.33,2.67,0
"S100a3",306,5,7,5,1,0,0,16.34,22.88,16.34,3.27,0,0
"S100a6",270,1,11,2,1,1,1,3.7,40.74,7.41,3.7,3.7,3.7
"S100a7a",327,3,9,8,5,1,0,9.17,27.52,24.46,15.29,3.06,0
"S100a9",342,0,11,8,7,0,1,0,32.16,23.39,20.47,0,2.92
"S100b",279,3,10,6,4,1,0,10.75,35.84,21.51,14.34,3.58,0
"S100pbp",1191,7,12,19,10,2,0,5.88,10.08,15.95,8.4,1.68,0
"S1pr2",1059,4,10,14,9,1,0,3.78,9.44,13.22,8.5,0.94,0
"S1pr3",1137,10,7,14,5,0,0,8.8,6.16,12.31,4.4,0,0
"S1pr5",1203,9,12,11,5,0,0,7.48,9.98,9.14,4.16,0,0
"Saa4",393,5,7,5,1,0,0,12.72,17.81,12.72,2.54,0,0
"Saal1",1425,11,26,25,11,0,0,7.72,18.25,17.54,7.72,0,0
"Sac3d1",1284,7,21,30,15,0,2,5.45,16.36,23.36,11.68,0,1.56
"Sacm1l",1764,23,27,27,9,1,0,13.04,15.31,15.31,5.1,0.57,0
"Safb",2820,14,75,56,29,4,3,4.96,26.6,19.86,10.28,1.42,1.06
"Safb2",2976,13,85,51,33,9,3,4.37,28.56,17.14,11.09,3.02,1.01
"Sag",1212,8,17,26,9,4,1,6.6,14.03,21.45,7.43,3.3,0.83
"Sag.1",1212,8,17,26,9,4,1,6.6,14.03,21.45,7.43,3.3,0.83
"Sall1",3972,29,37,56,32,2,2,7.3,9.32,14.1,8.06,0.5,0.5
"Sall3",3747,32,49,56,27,3,2,8.54,13.08,14.95,7.21,0.8,0.53
"Samd1",1560,6,30,19,12,1,2,3.85,19.23,12.18,7.69,0.64,1.28
"Samd10",609,3,4,8,4,1,1,4.93,6.57,13.14,6.57,1.64,1.64
"Samd11",1659,21,28,33,11,2,0,12.66,16.88,19.89,6.63,1.21,0
"Samd12",486,7,7,9,5,1,0,14.4,14.4,18.52,10.29,2.06,0
"Samd14",1254,6,27,26,13,3,2,4.78,21.53,20.73,10.37,2.39,1.59
"Samd15",1863,18,34,38,20,3,2,9.66,18.25,20.4,10.74,1.61,1.07
"Samd3",1545,14,25,29,14,2,0,9.06,16.18,18.77,9.06,1.29,0
"Samd4",2136,18,32,42,23,2,0,8.43,14.98,19.66,10.77,0.94,0
"Samd5",522,2,4,5,1,0,0,3.83,7.66,9.58,1.92,0,0
"Samd8",1437,11,24,29,9,0,1,7.65,16.7,20.18,6.26,0,0.7
"Samd9l",4740,51,63,48,24,3,0,10.76,13.29,10.13,5.06,0.63,0
"Samhd1",1977,18,34,33,19,2,3,9.1,17.2,16.69,9.61,1.01,1.52
"Samm50",1410,22,34,23,12,4,0,15.6,24.11,16.31,8.51,2.84,0
"Sap130",3174,21,30,41,21,0,2,6.62,9.45,12.92,6.62,0,0.63
"Sap18",519,4,16,9,2,0,1,7.71,30.83,17.34,3.85,0,1.93
"Sap18b",519,4,16,9,2,0,1,7.71,30.83,17.34,3.85,0,1.93
"Sap30",663,5,10,11,8,1,1,7.54,15.08,16.59,12.07,1.51,1.51
"Sap30l",549,4,8,16,9,1,1,7.29,14.57,29.14,16.39,1.82,1.82
"Sapcd2",1341,9,21,20,4,0,2,6.71,15.66,14.91,2.98,0,1.49
"Sar1b",597,7,12,8,5,1,0,11.73,20.1,13.4,8.38,1.68,0
"Sardh",2760,25,49,56,19,3,2,9.06,17.75,20.29,6.88,1.09,0.72
"Sarm1",2295,18,40,40,14,1,1,7.84,17.43,17.43,6.1,0.44,0.44
"Sarnp",633,5,13,6,3,1,0,7.9,20.54,9.48,4.74,1.58,0
"Sars2",1557,13,30,30,16,1,1,8.35,19.27,19.27,10.28,0.64,0.64
"Sart1",2421,22,74,48,22,4,1,9.09,30.57,19.83,9.09,1.65,0.41
"Sart3",2889,14,67,49,28,3,1,4.85,23.19,16.96,9.69,1.04,0.35
"Sash3",1143,12,20,18,8,0,1,10.5,17.5,15.75,7,0,0.87
"Sass6",1965,18,32,22,7,0,2,9.16,16.28,11.2,3.56,0,1.02
"Sat1",537,11,11,8,3,0,0,20.48,20.48,14.9,5.59,0,0
"Sat2",513,6,8,6,4,0,0,11.7,15.59,11.7,7.8,0,0
"Satb1",2388,11,41,22,6,0,2,4.61,17.17,9.21,2.51,0,0.84
"Satb2",2202,7,37,29,18,1,0,3.18,16.8,13.17,8.17,0.45,0
"Sav1",1161,17,19,18,9,1,0,14.64,16.37,15.5,7.75,0.86,0
"Saxo2",1185,12,15,12,4,0,0,10.13,12.66,10.13,3.38,0,0
"Saysd1",567,3,8,10,2,0,0,5.29,14.11,17.64,3.53,0,0
"Sbds",753,3,15,16,5,1,1,3.98,19.92,21.25,6.64,1.33,1.33
"Sbk1",1254,8,9,21,11,1,1,6.38,7.18,16.75,8.77,0.8,0.8
"Sbno1",4176,45,58,52,23,3,2,10.78,13.89,12.45,5.51,0.72,0.48
"Sbno2",4050,30,60,71,27,4,2,7.41,14.81,17.53,6.67,0.99,0.49
"Sc5d",900,9,13,14,8,0,0,10,14.44,15.56,8.89,0,0
"Scaf4",3630,23,48,44,29,6,0,6.34,13.22,12.12,7.99,1.65,0
"Scai",1821,16,32,24,14,4,1,8.79,17.57,13.18,7.69,2.2,0.55
"Scamp1",1017,9,10,15,6,1,0,8.85,9.83,14.75,5.9,0.98,0
"Scamp2",990,5,13,18,9,1,0,5.05,13.13,18.18,9.09,1.01,0
"Scamp3",1053,6,11,12,7,0,1,5.7,10.45,11.4,6.65,0,0.95
"Scand1",429,1,7,7,4,0,1,2.33,16.32,16.32,9.32,0,2.33
"Scaper",4197,45,59,62,35,3,2,10.72,14.06,14.77,8.34,0.71,0.48
"Scara3",1821,12,42,45,12,2,2,6.59,23.06,24.71,6.59,1.1,1.1
"Scara5",1476,11,35,37,19,1,1,7.45,23.71,25.07,12.87,0.68,0.68
"Scarb1",1530,9,15,17,9,1,0,5.88,9.8,11.11,5.88,0.65,0
"Scarb2",1437,19,25,30,13,1,0,13.22,17.4,20.88,9.05,0.7,0
"Scarf1",2463,28,33,32,9,2,1,11.37,13.4,12.99,3.65,0.81,0.41
"Scarf2",2502,21,27,43,17,2,1,8.39,10.79,17.19,6.79,0.8,0.4
"Sccpdh",1290,10,21,22,10,0,1,7.75,16.28,17.05,7.75,0,0.78
"Scd3",1080,12,14,15,7,0,1,11.11,12.96,13.89,6.48,0,0.93
"Scd4",1062,10,13,12,5,1,1,9.42,12.24,11.3,4.71,0.94,0.94
"Scel",1959,14,38,41,28,2,1,7.15,19.4,20.93,14.29,1.02,0.51
"Scfd1",1920,19,32,29,16,0,2,9.9,16.67,15.1,8.33,0,1.04
"Scfd2",2055,18,31,26,14,1,1,8.76,15.09,12.65,6.81,0.49,0.49
"Schip1",1455,6,28,39,21,1,1,4.12,19.24,26.8,14.43,0.69,0.69
"Scin",2148,20,46,39,16,1,3,9.31,21.42,18.16,7.45,0.47,1.4
"Sclt1",2067,23,36,21,7,0,2,11.13,17.42,10.16,3.39,0,0.97
"Scly",1299,11,29,25,11,2,1,8.47,22.32,19.25,8.47,1.54,0.77
"Scmh1",2121,20,30,34,15,2,1,9.43,14.14,16.03,7.07,0.94,0.47
"Scml2",2910,51,70,46,7,1,1,17.53,24.05,15.81,2.41,0.34,0.34
"Scml4",1227,9,23,21,9,2,2,7.33,18.74,17.11,7.33,1.63,1.63
"Scn2a",6021,64,94,97,44,3,1,10.63,15.61,16.11,7.31,0.5,0.17
"Scn2a.1",6021,63,95,99,45,3,1,10.46,15.78,16.44,7.47,0.5,0.17
"Scn2b",648,4,11,9,2,0,1,6.17,16.98,13.89,3.09,0,1.54
"Scn5a",6063,48,95,111,45,3,2,7.92,15.67,18.31,7.42,0.49,0.33
"Scn5a.1",6063,48,94,110,45,3,2,7.92,15.5,18.14,7.42,0.49,0.33
"Scn7a",5046,61,72,54,25,2,2,12.09,14.27,10.7,4.95,0.4,0.4
"Scn8a",5967,52,100,106,61,3,4,8.71,16.76,17.76,10.22,0.5,0.67
"Scnm1",561,4,5,12,7,0,0,7.13,8.91,21.39,12.48,0,0
"Scnn1a",2103,21,32,33,14,3,2,9.99,15.22,15.69,6.66,1.43,0.95
"Sco1",870,6,16,11,4,1,0,6.9,18.39,12.64,4.6,1.15,0
"Sco2",768,9,9,13,2,0,2,11.72,11.72,16.93,2.6,0,2.6
"Scoc",378,4,9,9,6,0,1,10.58,23.81,23.81,15.87,0,2.65
"Scp2",1644,19,31,21,7,1,0,11.56,18.86,12.77,4.26,0.61,0
"Scpep1",1359,12,23,22,11,0,1,8.83,16.92,16.19,8.09,0,0.74
"Scrg1",297,6,2,2,0,0,0,20.2,6.73,6.73,0,0,0
"Scrib",4998,34,87,76,35,2,2,6.8,17.41,15.21,7,0.4,0.4
"Scrn1",1245,10,21,34,17,1,2,8.03,16.87,27.31,13.65,0.8,1.61
"Scrn2",1278,8,25,20,6,1,1,6.26,19.56,15.65,4.69,0.78,0.78
"Scrn3",1257,14,26,22,15,2,1,11.14,20.68,17.5,11.93,1.59,0.8
"Scrt1",1047,7,4,15,11,0,0,6.69,3.82,14.33,10.51,0,0
"Scrt2",936,5,4,17,13,1,0,5.34,4.27,18.16,13.89,1.07,0
"Scube1",3057,32,42,59,35,2,1,10.47,13.74,19.3,11.45,0.65,0.33
"Scube2",2994,28,50,46,21,4,3,9.35,16.7,15.36,7.01,1.34,1
"Scube3",2982,20,36,48,22,1,1,6.71,12.07,16.1,7.38,0.34,0.34
"Scx",624,3,5,13,7,0,1,4.81,8.01,20.83,11.22,0,1.6
"Scyl2",2793,24,35,35,15,0,0,8.59,12.53,12.53,5.37,0,0
"Scyl3",2208,25,38,33,15,3,1,11.32,17.21,14.95,6.79,1.36,0.45
"Sdad1",2064,20,40,32,17,3,2,9.69,19.38,15.5,8.24,1.45,0.97
"Sdc1",936,8,21,15,9,2,2,8.55,22.44,16.03,9.62,2.14,2.14
"Sdc2",609,3,11,14,11,1,1,4.93,18.06,22.99,18.06,1.64,1.64
"Sdc4",597,7,10,11,7,0,0,11.73,16.75,18.43,11.73,0,0
"Sdcbp2",879,12,12,19,7,2,0,13.65,13.65,21.62,7.96,2.28,0
"Sdccag8",2154,24,48,38,20,3,0,11.14,22.28,17.64,9.29,1.39,0
"Sde2",1347,9,43,27,13,3,2,6.68,31.92,20.04,9.65,2.23,1.48
"Sdf2l1",666,4,9,8,4,0,1,6.01,13.51,12.01,6.01,0,1.5
"Sdf4",1086,11,33,26,12,0,1,10.13,30.39,23.94,11.05,0,0.92
"Sdha",1995,22,34,29,15,5,1,11.03,17.04,14.54,7.52,2.51,0.5
"Sdhaf1",357,0,2,7,6,0,0,0,5.6,19.61,16.81,0,0
"Sdhaf2",495,6,5,9,6,0,0,12.12,10.1,18.18,12.12,0,0
"Sdhaf3",378,4,6,10,6,0,0,10.58,15.87,26.46,15.87,0,0
"Sdhaf4",315,5,8,8,1,0,1,15.87,25.4,25.4,3.17,0,3.17
"Sdhb",849,6,15,18,8,2,0,7.07,17.67,21.2,9.42,2.36,0
"Sdhc",510,7,8,4,2,0,1,13.73,15.69,7.84,3.92,0,1.96
"Sdhd",480,4,7,9,3,1,0,8.33,14.58,18.75,6.25,2.08,0
"Sdk1",6582,42,89,107,47,6,3,6.38,13.52,16.26,7.14,0.91,0.46
"Sdk2",6531,18,86,128,63,3,3,2.76,13.17,19.6,9.65,0.46,0.46
"Sdpr",1257,3,31,14,6,0,1,2.39,24.66,11.14,4.77,0,0.8
"Sdr39u1",882,6,17,8,5,0,0,6.8,19.27,9.07,5.67,0,0
"Sdr42e1",1185,11,19,12,4,0,1,9.28,16.03,10.13,3.38,0,0.84
"Sdsl",990,3,11,12,5,0,0,3.03,11.11,12.12,5.05,0,0
"Sebox",573,5,9,10,4,1,0,8.73,15.71,17.45,6.98,1.75,0
"Sec1",1170,9,14,19,10,2,0,7.69,11.97,16.24,8.55,1.71,0
"Sec11a",744,5,15,12,7,0,1,6.72,20.16,16.13,9.41,0,1.34
"Sec11c",579,2,11,10,6,0,1,3.45,19,17.27,10.36,0,1.73
"Sec14l2",1212,7,22,28,14,0,1,5.78,18.15,23.1,11.55,0,0.83
"Sec14l3",1206,9,21,28,8,0,1,7.46,17.41,23.22,6.63,0,0.83
"Sec14l5",2091,12,49,36,20,4,3,5.74,23.43,17.22,9.56,1.91,1.43
"Sec16b",3156,22,66,61,32,3,3,6.97,20.91,19.33,10.14,0.95,0.95
"Sec22a",924,15,11,11,3,0,1,16.23,11.9,11.9,3.25,0,1.08
"Sec22b",648,5,8,5,3,0,1,7.72,12.35,7.72,4.63,0,1.54
"Sec22c",912,5,14,14,7,0,0,5.48,15.35,15.35,7.68,0,0
"Sec23b",2304,21,35,35,12,0,0,9.11,15.19,15.19,5.21,0,0
"Sec23ip",2997,31,48,48,25,4,2,10.34,16.02,16.02,8.34,1.33,0.67
"Sec24a",3273,40,34,37,16,2,2,12.22,10.39,11.3,4.89,0.61,0.61
"Sec24b",3756,31,38,57,24,4,2,8.25,10.12,15.18,6.39,1.06,0.53
"Sec24c",3291,28,43,40,18,8,0,8.51,13.07,12.15,5.47,2.43,0
"Sec24d",3099,22,35,47,18,3,2,7.1,11.29,15.17,5.81,0.97,0.65
"Sec61a1",1431,8,18,14,4,1,0,5.59,12.58,9.78,2.8,0.7,0
"Sec61a2",1431,10,17,12,7,1,0,6.99,11.88,8.39,4.89,0.7,0
"Sec61b",421,2,2,4,0,0,0,4.75,4.75,9.5,0,0,0
"Sec61g",303,1,4,2,1,0,0,3.3,13.2,6.6,3.3,0,0
"Sec62",1197,7,30,23,13,1,2,5.85,25.06,19.21,10.86,0.84,1.67
"Sec63",2283,15,45,26,14,2,2,6.57,19.71,11.39,6.13,0.88,0.88
"Secisbp2",2577,16,35,47,22,0,1,6.21,13.58,18.24,8.54,0,0.39
"Seh1l",1083,10,17,17,10,1,0,9.23,15.7,15.7,9.23,0.92,0
"Sel1l3",3414,28,58,52,22,1,1,8.2,16.99,15.23,6.44,0.29,0.29
"Selenbp1",1419,15,23,23,11,1,0,10.57,16.21,16.21,7.75,0.7,0
"Selenbp2",1419,17,24,23,10,1,0,11.98,16.91,16.21,7.05,0.7,0
"Selplg",1254,4,14,32,9,0,0,3.19,11.16,25.52,7.18,0,0
"Sema3a",2319,25,43,41,19,1,1,10.78,18.54,17.68,8.19,0.43,0.43
"Sema3b",2250,19,36,38,13,0,0,8.44,16,16.89,5.78,0,0
"Sema3c",2256,27,39,40,20,3,3,11.97,17.29,17.73,8.87,1.33,1.33
"Sema3d",2334,27,51,42,19,0,1,11.57,21.85,17.99,8.14,0,0.43
"Sema3e",2328,27,52,44,27,1,1,11.6,22.34,18.9,11.6,0.43,0.43
"Sema3f",2358,23,42,40,14,0,2,9.75,17.81,16.96,5.94,0,0.85
"Sema3g",2343,23,26,45,15,1,1,9.82,11.1,19.21,6.4,0.43,0.43
"Sema4a",2283,17,33,44,18,1,1,7.45,14.45,19.27,7.88,0.44,0.44
"Sema4b",2472,24,28,39,13,2,0,9.71,11.33,15.78,5.26,0.81,0
"Sema4c",2505,31,38,46,21,4,2,12.38,15.17,18.36,8.38,1.6,0.8
"Sema4d",2586,15,37,51,27,2,1,5.8,14.31,19.72,10.44,0.77,0.39
"Sema4f",2334,12,27,41,17,2,0,5.14,11.57,17.57,7.28,0.86,0
"Sema4g",2514,18,42,36,15,2,0,7.16,16.71,14.32,5.97,0.8,0
"Sema5b",3369,25,49,51,25,2,2,7.42,14.54,15.14,7.42,0.59,0.59
"Sema6a",3147,27,41,59,33,2,2,8.58,13.03,18.75,10.49,0.64,0.64
"Sema6c",2892,19,46,43,18,1,1,6.57,15.91,14.87,6.22,0.35,0.35
"Sema6d",3222,24,40,57,31,1,1,7.45,12.41,17.69,9.62,0.31,0.31
"Senp1",2001,15,30,33,16,1,0,7.5,14.99,16.49,8,0.5,0
"Senp7",3114,27,49,49,22,4,3,8.67,15.74,15.74,7.06,1.28,0.96
"Senp8",705,8,11,11,4,0,0,11.35,15.6,15.6,5.67,0,0
"Sephs1",1179,9,16,18,10,2,0,7.63,13.57,15.27,8.48,1.7,0
"Sepsecs",1515,9,21,26,18,2,0,5.94,13.86,17.16,11.88,1.32,0
"Sept10",1284,13,23,20,11,1,1,10.12,17.91,15.58,8.57,0.78,0.78
"Sept11",1299,10,27,25,15,2,1,7.7,20.79,19.25,11.55,1.54,0.77
"Sept2",1086,11,17,19,7,0,0,10.13,15.65,17.5,6.45,0,0
"Sept4",1437,22,34,34,18,3,0,15.31,23.66,23.66,12.53,2.09,0
"Sept6",1305,8,25,23,11,2,1,6.13,19.16,17.62,8.43,1.53,0.77
"Sept7",1314,12,25,15,6,0,1,9.13,19.03,11.42,4.57,0,0.76
"Sept7.1",1314,12,25,15,6,0,1,9.13,19.03,11.42,4.57,0,0.76
"Serac1",1965,29,37,34,18,3,2,14.76,18.83,17.3,9.16,1.53,1.02
"Serbp1",1224,9,30,24,10,0,1,7.35,24.51,19.61,8.17,0,0.82
"Serf1",189,1,3,5,3,0,0,5.29,15.87,26.46,15.87,0,0
"Serhl",966,9,18,16,7,2,0,9.32,18.63,16.56,7.25,2.07,0
"Serinc1",1362,14,15,12,5,0,0,10.28,11.01,8.81,3.67,0,0
"Serinc2",1380,9,22,19,6,2,2,6.52,15.94,13.77,4.35,1.45,1.45
"Serp1",201,0,3,2,0,0,0,0,14.93,9.95,0,0,0
"Serpina10",1347,12,30,26,8,3,1,8.91,22.27,19.3,5.94,2.23,0.74
"Serpina3n",1257,13,27,26,10,1,1,10.34,21.48,20.68,7.96,0.8,0.8
"Serpina9",1257,9,22,17,8,2,1,7.16,17.5,13.52,6.36,1.59,0.8
"Serpinb1a",1140,16,27,16,7,0,2,14.04,23.68,14.04,6.14,0,1.75
"Serpinb1b",1149,15,24,14,5,1,2,13.05,20.89,12.18,4.35,0.87,1.74
"Serpinb6a",1200,13,23,14,7,2,0,10.83,19.17,11.67,5.83,1.67,0
"Serpinb6b",1134,18,24,14,7,1,2,15.87,21.16,12.35,6.17,0.88,1.76
"Serpinb8",1125,15,23,19,9,1,0,13.33,20.44,16.89,8,0.89,0
"Serpinb9",1125,7,22,12,8,1,1,6.22,19.56,10.67,7.11,0.89,0.89
"Serpinc1",1398,16,22,23,12,0,2,11.44,15.74,16.45,8.58,0,1.43
"Serpind1",1437,16,17,23,5,0,1,11.13,11.83,16.01,3.48,0,0.7
"Serpine1",1209,14,14,23,8,0,2,11.58,11.58,19.02,6.62,0,1.65
"Serpinf1",1254,14,21,28,10,2,2,11.16,16.75,22.33,7.97,1.59,1.59
"Serping1",1515,17,16,26,14,0,0,11.22,10.56,17.16,9.24,0,0
"Serpinh1",1254,13,16,25,10,4,1,10.37,12.76,19.94,7.97,3.19,0.8
"Serpini1",1233,18,21,11,4,2,0,14.6,17.03,8.92,3.24,1.62,0
"Sertad1",711,6,20,14,6,0,1,8.44,28.13,19.69,8.44,0,1.41
"Sertad2",930,6,19,23,11,0,1,6.45,20.43,24.73,11.83,0,1.08
"Sertad3",594,4,18,7,3,0,1,6.73,30.3,11.78,5.05,0,1.68
"Sertad4",1134,7,16,10,4,0,1,6.17,14.11,8.82,3.53,0,0.88
"Sesn1",1656,15,33,29,14,0,1,9.06,19.93,17.51,8.45,0,0.6
